# submitted_item	validated_id	current_symbol
CG9205	FBgn0035181	CG9205
CG32335	FBgn0063667	meep
CG1211	FBgn0053965	CG33965
CG1211	FBgn0053966	CG33966
CG32333	FBgn0052333	CG32333
CG9155	FBgn0010246	Myo61F
CG9166	FBgn0029514	CG9166
CG1214	FBgn0003295	ru
CG32319	FBgn0052319	Naa30B
CG33166	FBgn0020248	stet
CG7864	FBgn0035233	Pex10
CG13917	FBgn0035237	CG13917
CG33230	FBgn0053230	CG33230
CG7955	FBgn0035244	ABCB7
CG13920	FBgn0025712	CG13920
CG7970	FBgn0035252	CG7970
CG2021	FBgn0035271	CG2021
CG13922	FBgn0035272	mRpL46
CG32315	FBgn0024510	dlt
CG1898	FBgn0042712	HBS1
CG18315	FBgn0000109	Aprt
CG12026	FBgn0262624	Tmhs
CG5690	FBgn0035295	Cnb
CG1139	FBgn0035300	CG1139
CG5704	FBgn0026570	CG5704
CG5707	FBgn0026593	CG5707
CG32305	FBgn0052305	CG32305
CG8993	FBgn0035334	CG8993
CG1320	FBgn0035335	mRpL23
CG16757	FBgn0010905	Spn
CG16757	FBgn0260480	CG32295
CG16973	FBgn0010909	msn
CG1044	FBgn0016794	dos
CG16984	FBgn0062517	CG16984
CG16985	FBgn0035355	CG16985
CG33234	FBgn0053234	CG33234
CG9973	FBgn0263392	Tet
CG32487	FBgn0052487	CG32487
CG2075	FBgn0004372	aly
CG32280	FBgn0052280	CG32280
CG32276	FBgn0047135	CG32276
CG33159	FBgn0053159	CG33159
CG32277	FBgn0052277	CG32277
CG12740	FBgn0035422	RpL28
CG12016	FBgn0035436	CG12016
CG12012	FBgn0035444	CG12012
CG1120	FBgn0035462	IntS10
CG32262	FBgn0052262	CG32262
CG32263	FBgn0052263	CG32263
CG14981	FBgn0035473	mge
CG10866	FBgn0035475	CG10866
CG12766	FBgn0035476	CG12766
CG10863	FBgn0027552	CG10863
CG14993	FBgn0016013	Faa
CG32260	FBgn0052260	CG32260
CG15010	FBgn0041171	ago
CG1265	FBgn0035517	CG1265
CG1268	FBgn0035521	VhaM9.7-a
CG11582	FBgn0261952	srw
CG32250	FBgn0052250	PMP34
CG15016	FBgn0035534	mRpS6
CG15018	FBgn0053514	CG33514
CG11342	FBgn0035537	CG11342
CG11348	FBgn0000038	nAChRbeta1
CG32249	FBgn0052249	CG32249
CG13722	FBgn0035553	CG13722
CG32245	FBgn0260657	CG42540
CG18296	FBgn0262870	axo
CG13708	FBgn0035577	CG13708
CG17150	FBgn0035581	Dnah3
CG10674	FBgn0035592	CG10674
CG4814	FBgn0085420	DIP-delta
CG12756	FBgn0035624	Eaf6
CG17334	FBgn0035626	lin-28
CG10576	FBgn0035630	CG10576
CG32912	FBgn0044419	Pmi
CG32912	FBgn0260458	PGRP-LD
CG10546	FBgn0035636	Cralbp
CG13287	FBgn0035643	CG13287
CG32409	FBgn0052409	CG32409
CG32412	FBgn0052412	QC
CG32407	FBgn0052407	CG32407
CG32410	FBgn0053523	CG33523
CG6610	FBgn0035675	CG6610
CG32396	FBgn0052396	betaTub65B
CG18769	FBgn0042185	MCU
CG10078	FBgn0041194	Prat2
CG9948	FBgn0035721	CG9948
CG10075	FBgn0035722	CG10075
CG18647	FBgn0045759	bin
CG14824	FBgn0053556	form3
CG32384	FBgn0053556	form3
CG8629	FBgn0035742	Acbp4
CG15829	FBgn0035743	Acbp6
CG8628	FBgn0250836	Acbp3
CG8616	FBgn0261111	BHD
CG32380	FBgn0052380	SMSr
CG32376	FBgn0052376	CG32376
CG32373	FBgn0052373	CG32373
CG32373	FBgn0261788	Ank2
CG32371	FBgn0052371	CG32371
CG8111	FBgn0035825	CG8111
CG8110	FBgn0024187	syd
CG7919	FBgn0028379	fan
CG7550	FBgn0035839	CG7550
CG7962	FBgn0010350	Cds
CG13671	FBgn0035867	CG13671
CG7066	FBgn0087039	Sbp2
CG7188	FBgn0035871	BI-1
CG7176	FBgn0001248	Idh
CG33057	FBgn0053057	CG33057
CG32354	FBgn0052354	CG32354
CG6694	FBgn0035900	ZC3H3
CG6817	FBgn0024236	foi
CG6253	FBgn0017579	RpL14
CG5989	FBgn0017429	CG5989
CG32351	FBgn0052351	S-Lap2
CG33162	FBgn0011509	SrpRbeta
CG32026	FBgn0052026	CG32026
CG5012	FBgn0011787	mRpL12
CG32041	FBgn0001223	Hsp22
CG32041	FBgn0001228	CG4456
CG14179	FBgn0035994	CG14179
CG3395	FBgn0010408	RpS9
CG3306	FBgn0036016	CG3306
CG3280	FBgn0267796	Tmc
CG32045	FBgn0016081	fry
CG6761	FBgn0036031	CG6761
CG6707	FBgn0036058	CG6707
CG12524	FBgn0085385	bma
CG14162	FBgn0040823	dpr6
CG32056	FBgn0052056	scramb1
CG6577	FBgn0011569	can
CG32063	FBgn0045770	S-Lap3
CG32066	FBgn0052066	CG32066
CG32068	FBgn0052068	Adi1
CG6449	FBgn0036101	NijA
CG32079	FBgn0052079	CG32079
CG32072	FBgn0052072	Elo68alpha
CG32082	FBgn0052082	IRSp53
CG14142	FBgn0036143	CG14142
CG7607	FBgn0036145	CG7607
CG7590	FBgn0041094	scyl
CG32090	FBgn0028667	Vha16-3
CG7533	FBgn0036165	chrb
CG7394	FBgn0036173	CG7394
CG32085	FBgn0052085	CG32085
CG11611	FBgn0036204	Tim13
CG32094	FBgn0259140	CG42255
CG7264	FBgn0036214	CG7264
CG5906	FBgn0036217	CG5906
CG5700	FBgn0028573	prc
CG33265	FBgn0053265	Muc68E
CG6931	FBgn0036236	CG6931
CG5688	FBgn0026432	Grip163
CG11534	FBgn0046296	DEF8
CG10861	FBgn0036255	Atg12
CG9762	FBgn0011455	ND-SGDH
CG32099	FBgn0052099	CG32099
CG5632	FBgn0036263	thoc6
CG17146	FBgn0022709	Ak1
CG10657	FBgn0036289	CG10657
CG10686	FBgn0041775	tral
CG10753	FBgn0261933	SmD1
CG17667	FBgn0261674	CG42709
CG32110	FBgn0052110	CG32110
CG11267	FBgn0036334	CG11267
CG32120	FBgn0002573	sens
CG12478	FBgn0264001	bru3
CG32135	FBgn0263232	Nxf3
CG8947	FBgn0250848	26-29-p
CG32139	FBgn0042630	Sox21b
CG13475	FBgn0040318	HGTX
CG32146	FBgn0041604	dlp
CG3349	FBgn0036459	CG3349
CG17081	FBgn0036480	Cep135
CG32847	FBgn0052847	CG32847
CG6878	FBgn0036488	CG6878
CG7266	FBgn0000565	MsrA
CG32149	FBgn0036518	RhoGAP71E
CG6244	FBgn0036531	CG6244
CG6117	FBgn0000489	Pka-C3
CG17035	FBgn0036545	GXIVsPLA2
CG5165	FBgn0003076	Pgm1
CG16838	FBgn0036574	elg1
CG32152	FBgn0052152	CG32152
CG5018	FBgn0263605	l(3)72Dn
CG5057	FBgn0036581	MED10
CG32155	FBgn0263607	l(3)72Dp
CG33061	FBgn0053061	CG33061
CG4195	FBgn0002283	l(3)73Ah
CG32164	FBgn0042177	Arts
CG9697	FBgn0043577	PGRP-SB2
CG9681	FBgn0043578	PGRP-SB1
CG13025	FBgn0287696	mus302
CG9705	FBgn0036661	CG9705
CG9669	FBgn0036667	kud
CG9715	FBgn0036668	Zcchc7
CG13029	FBgn0036670	CG13029
CG32174	FBgn0052174	Coq4
CG3874	FBgn0042641	frc
CG7580	FBgn0036728	UQCR-Q
CG13732	FBgn0036730	qjt
CG6311	FBgn0036735	Edc3
CG6259	FBgn0036740	Vps60
CG32177	FBgn0052177	Ndfip
CG32183	FBgn0052183	Ccn
CG32178	FBgn0043025	Adgf-A2
CG32190	FBgn0052190	NUCB1
CG32191	FBgn0052191	CG32191
CG5546	FBgn0036761	MED19
CG5147	FBgn0036775	Polr3D
CG32201	FBgn0052201	CG32201
CG6897	FBgn0259791	bora
CG13379	FBgn0036804	Sgf11
CG6856	FBgn0036819	Dysb
CG6852	FBgn0036820	Grx1
CG11637	FBgn0036822	NijB
CG18223	FBgn0036832	CG18223
CG18136	FBgn0036839	SmydA-2
CG32203	FBgn0052203	Spn75F
CG9670	FBgn0028380	fal
CG15881	FBgn0036909	Ccdc58
CG8660	FBgn0036911	Fibp
CG8567	FBgn0013799	Deaf1
CG8491	FBgn0001324	kto
CG32217	FBgn0014037	Su(Tpl)
CG7770	FBgn0036918	Pfdn6
CG7823	FBgn0036921	RhoGDI
CG7646	FBgn0036926	CG7646
CG7641	FBgn0013303	Nca
CG7668	FBgn0036929	CG7668
CG6480	FBgn0036964	FRG1
CG6663	FBgn0036969	Spn77Bb
CG6434	FBgn0036972	CR6434
CG6289	FBgn0036970	Spn77Bc
CG5553	FBgn0259676	Prim2
CG16993	FBgn0001259	in
CG32429	FBgn0053969	CG33969
CG5274	FBgn0036987	CG5274
CG5231	FBgn0029158	Las
CG18803	FBgn0284421	Psn
CG5104	FBgn0037009	CG5104
CG4186	FBgn0040634	CG4186
CG11396	FBgn0037022	CG11396
CG18332	FBgn0027055	CSN3
CG33283	FBgn0053283	CR33283
CG10581	FBgn0037046	CG10581
CG32435	FBgn0021760	chb
CG33486	FBgn0270926	AsnS
CG33054	FBgn0053054	CG33054
CG33056	FBgn0053056	CG33056
CG9390	FBgn0012034	AcCoAS
CG33288	FBgn0053288	CG33288
CG5081	FBgn0267849	Syx7
CG7625	FBgn0028663	VhaM9.7-b
CG32438	FBgn0052438	SMC5
CG7162	FBgn0037109	MED1
CG14577	FBgn0037110	ORMDL
CG32444	FBgn0043783	CG32444
CG32445	FBgn0052445	CG32445
CG32446	FBgn0052446	Atox1
CG7421	FBgn0037137	Nopp140
CG7464	FBgn0029091	Chs2
CG12673	FBgn0037153	olf413
CG6395	FBgn0004179	Csp
CG11489	FBgn0025702	Srpk79D
CG11471	FBgn0027086	IleRS
CG11449	FBgn0037162	CG11449
CG32454	FBgn0260481	CG32454
CG11133	FBgn0037205	BoYb
CG17521	FBgn0024733	RpL10
CG32350	FBgn0052350	Vps11
CG32230	FBgn0052230	ND-MLRQ
CG33294	FBgn0053294	CR33294
CG18143	FBgn0261436	DhpD
CG14648	FBgn0263594	lost
CG31528	FBgn0051528	CG31528
CG31522	FBgn0051522	CG31522
CG31523	FBgn0051523	CG31523
CG12001	FBgn0037265	spartin
CG31534	FBgn0263346	smash
CG2013	FBgn0004436	Ubc6
CG12005	FBgn0037301	Mms19
CG1161	FBgn0037313	CG1161
CG1163	FBgn0003275	Polr2F
CG1168	FBgn0041707	7B2
CG2666	FBgn0001311	kkv
CG1172	FBgn0264712	CG1172
CG2663	FBgn0037323	CG2663
CG14669	FBgn0037326	CG14669
CG2099	FBgn0037328	RpL35A
CG12746	FBgn0037341	CG12746
CG14672	FBgn0044823	Spec2
CG31549	FBgn0051549	CG31549
CG31546	FBgn0051546	CG31546
CG10979	FBgn0037379	CG10979
CG1076	FBgn0037402	Vha14-2
CG31367	FBgn0261641	CG42724
CG31482	FBgn0051482	CG31482
CG31286	FBgn0051286	CG31286
CG2358	FBgn0262801	twr
CG1101	FBgn0010774	Ref1
CG14612	FBgn0040670	e(y)2b
CG33323	FBgn0037475	Fer1
CG10050	FBgn0037492	Dtwd2
CG2595	FBgn0045843	RacGAP84C
CG1149	FBgn0015770	MstProx
CG31511	unknown ID	-
CG14597	FBgn0083963	Nlg3
CG18746	FBgn0042103	CG18746
CG31472	FBgn0051472	sgll
CG2708	FBgn0010812	unc-45
CG7891	FBgn0037551	Arl8
CG18228	FBgn0037560	CR18228
CG7459	FBgn0062412	Ctr1B
CG31259	FBgn0051259	CG31259
CG31450	FBgn0051450	mRpS18A
CG31460	FBgn0051460	CG31460
CG8021	FBgn0037602	SLIRP2
CG11753	FBgn0037603	Sys1
CG9748	FBgn0263231	bel
CG32940	FBgn0046874	Pif1B
CG32940	FBgn0261015	Pif1A
CG9839	FBgn0037633	CG9839
CG8379	FBgn0037638	CG8379
CG31100	FBgn0051100	CG31100
CG11985	FBgn0040534	Sf3b5
CG11986	FBgn0037656	CG11986
CG18802	FBgn0011740	alpha-Man-IIa
CG8144	FBgn0261552	ps
CG9363	FBgn0037697	GstZ2
CG9427	FBgn0037721	CG9427
CG9473	FBgn0024330	MED6
CG8500	FBgn0037754	CG8500
CG5359	FBgn0037773	CG5359
CG3909	FBgn0027524	CG3909
CG12809	FBgn0041105	nerfin-2
CG3953	FBgn0086359	Invadolysin
CG12818	FBgn0037809	CG12818
CG4029	FBgn0015396	jumu
CG17100	FBgn0259938	cwo
CG32922	FBgn0262717	Skeletor
CG31373	FBgn0051373	CG31373
CG31390	FBgn0051390	MED7
CG14692	FBgn0037836	CG14692
CG4655	FBgn0261053	Cad86C
CG4596	FBgn0037849	CG4596
CG6612	FBgn0042094	Ak3
CG6633	FBgn0040256	Ugt35C1
CG6658	FBgn0040251	Ugt302K1
CG4739	FBgn0040257	Ugt302E1
CG18578	FBgn0040259	Ugt302C1
CG17200	FBgn0040253	Ugt35E1
CG6653	FBgn0040255	Ugt35E2
CG15902	FBgn0040250	Ugt304A1
CG4772	FBgn0040252	Ugt303A1
CG14701	FBgn0037883	Dph3
CG5247	FBgn0011774	Irbp
CG18643	FBgn0037898	Dtd
CG5281	FBgn0037902	CG5281
CG14709	FBgn0263316	Mrp4
CG5342	FBgn0037916	CG5342
CG14715	FBgn0037930	CG14715
CG17358	FBgn0011290	Taf12
CG6913	FBgn0037937	Fer3
CG14718	FBgn0037939	CG14718
CG31358	FBgn0051358	CG31358
CG17645	FBgn0011270	Pglym87
CG4381	FBgn0010039	GstD3
CG12242	FBgn0010041	GstD5
CG33098	FBgn0053098	CG33098
CG5060	FBgn0262582	cic
CG5067	FBgn0262582	cic
CG5417	FBgn0038808	Srp14
CG31201	FBgn0051201	GluRIIE
CG31205	FBgn0051205	CG31205
CG31421	FBgn0046689	Takl1
CG17269	FBgn0038827	Fancd2
CG17271	FBgn0038829	CG17271
CG15693	FBgn0019936	RpS20
CG33094	FBgn0053094	Synd
CG7000	FBgn0260004	Snmp1
CG6056	FBgn0043012	AP-2sigma
CG31343	FBgn0051343	CG31343
CG31177	FBgn0259237	CG42335
CG31431	FBgn0051431	CG31431
CG33092	FBgn0053092	P5CDh2
CG17819	FBgn0038915	CG17819
CG13859	FBgn0263117	CG34377
CG18596	FBgn0038953	CG18596
CG13855	FBgn0038960	CG13855
CG31170	FBgn0261279	lqfR
CG7048	FBgn0038976	Pfdn5
CG5326	FBgn0038983	CG5326
CG33110	FBgn0053110	CG33110
CG31159	FBgn0051159	mRRF2
CG6982	FBgn0266409	CG45049
CG31139	FBgn0051139	CG31139
CG33193	FBgn0053193	sav
CG6768	FBgn0264326	PolE1
CG6773	FBgn0024509	Sec13
CG6784	FBgn0262009	CG42827
CG6784	FBgn0262010	CG42828
CG33337	FBgn0053337	CG33337
CG31145	FBgn0051145	CG31145
CG10157	FBgn0039099	GILT2
CG10251	FBgn0043005	prt
CG31148	FBgn0051148	Gba1a
CG31414	FBgn0051414	Gba1b
CG10300	FBgn0039107	CG10300
CG31141	FBgn0051141	CG31141
CG13602	FBgn0264740	CG43998
CG13602	FBgn0264741	CG43999
CG5864	FBgn0039132	AP-1sigma
CG33108	FBgn0053108	CG33108
CG31184	FBgn0051184	LSm3
CG5977	FBgn0039141	spas
CG6000	FBgn0039145	CG6000
CG33100	FBgn0053100	eIF4EHP
CG31136	FBgn0013343	Syx1A
CG18428	FBgn0039149	CG18428
CG31133	FBgn0051133	Slimp
CG33338	FBgn0267339	p38c
CG5501	FBgn0039157	Myo95E
CG13608	FBgn0039159	mRpS24
CG17924	FBgn0002863	Acp95EF
CG18528	FBgn0039189	CG18528
CG13624	FBgn0039209	REPTOR
CG13626	FBgn0039212	Syx18
CG31127	FBgn0046685	Wsck
CG31126	FBgn0051126	CG31126
CG5796	FBgn0020018	Ppox
CG13628	FBgn0039218	Polr2L
CG31118	FBgn0051118	RabX4
CG31119	FBgn0051119	HDAC11
CG31381	FBgn0043799	CG31381
CG11781	FBgn0039259	EMC6
CG31115	FBgn0051115	CG31115
CG11785	FBgn0045866	bai
CG31110	FBgn0259178	5PtaseI
CG31111	FBgn0051111	CG31111
CG7662	FBgn0039269	veli
CG33096	FBgn0053096	CG33096
CG31108	FBgn0051108	TTLL5
CG13661	FBgn0083946	lobo
CG13654	FBgn0039290	CG13654
CG31103	FBgn0051103	CG31103
CG10420	FBgn0039296	Sil1
CG11875	FBgn0039301	Nup37
CG10506	FBgn0027090	GlnRS
CG5890	FBgn0039380	CG5890
CG31089	FBgn0051089	CG31089
CG33344	FBgn0039396	CCAP-R
CG31085	FBgn0053970	osy
CG33102	FBgn0042711	Hex-t1
CG32849	FBgn0042710	Hex-t2
CG5447	FBgn0039427	CG5447
CG6378	FBgn0026562	SPARC
CG31077	FBgn0051077	CG31077
CG6074	FBgn0039486	CAH9
CG31069	FBgn0003482	spn-D
CG31063	FBgn0261995	CG42813
CG31063	FBgn0261996	CG42814
CG5965	FBgn0010328	woc
CG3339	FBgn0039510	CG3339
CG13972	FBgn0039522	CG13972
CG31057	FBgn0266579	tau
CG31053	FBgn0051053	nenya
CG12870	FBgn0085391	trv
CG1866	FBgn0039581	Moca-cyp
CG33103	FBgn0003137	Ppn
CG9995	FBgn0027655	htt
CG1520	FBgn0024273	WASp
CG1658	FBgn0265998	Doa
CG14521	FBgn0039617	DIP-gamma
CG1443	FBgn0039620	wat
CG1709	FBgn0028671	Vha100-1
CG1721	FBgn0014869	Pglym78
CG31426	FBgn0041588	eIF2D
CG14507	FBgn0039655	CG14507
CG14507	FBgn0033170	sPLA2
CG1897	FBgn0000492	Dr
CG18741	FBgn0266137	Dop1R2
CG7582	FBgn0039681	CG7582
CG1969	FBgn0039690	Gnpnat
CG31040	FBgn0051040	Cog7
CG7883	FBgn0039726	eIF2Balpha
CG15524	FBgn0039731	Sas-6
CG1983	FBgn0039751	CG1983
CG1359	FBgn0260860	Bet5
CG2216	FBgn0015222	Fer1HCH
CG18030	FBgn0039778	Jon99Fi
CG31524	FBgn0051524	CG31524
CG31019	FBgn0051019	CG31019
CG31021	FBgn0051021	CG31021
CG31017	FBgn0051017	PH4alphaNE3
CG31015	FBgn0051015	PH4alphaPV
CG31012	FBgn0027598	cindr
CG15551	FBgn0062411	Ctr1C
CG15556	FBgn0039821	CG15556
CG31006	FBgn0086704	stops
CG12054	FBgn0039831	CG12054
CG31005	FBgn0051005	qless
CG12220	FBgn0039835	mRpL32
CG15555	FBgn0039839	ppk24
CG31003	FBgn0046332	gskt
CG31002	FBgn0051002	Ugt35D1
CG11333	FBgn0039850	CG11333
CG1569	FBgn0003268	rod
CG11522	FBgn0039857	RpL6
CG2126	FBgn0039876	CG2126
CG31000	FBgn0011224	heph
CG32000	FBgn0052000	anne
CG2219	FBgn0039889	Arl4
CG32850	FBgn0052850	Rnf11
CG2165	FBgn0259214	PMCA
CG1495	FBgn0016126	CaMKI
CG1507	FBgn0022361	Pur-alpha
CG9935	FBgn0039916	Ekar
CG31992	FBgn0051992	gw
CG32018	FBgn0011642	Zyx
CG11027	FBgn0013749	Arf102F
CG3923	FBgn0266572	ebo
CG6222	FBgn0003575	su(sable)
CG13367	FBgn0025634	CG13367
CG5273	FBgn0040382	CG5273
CG11639	FBgn0040338	TfIIA-S-2
CG11412	FBgn0024362	Naa30A
CG11420	FBgn0000826	png
CG3064	FBgn0259108	futsch
CG14786	FBgn0027794	Lrpprc2
CG14777	FBgn0026872	CG14777
CG32808	FBgn0052808	CG32808
CG14778	FBgn0029580	CG14778
CG3740	FBgn0023530	CG3740
CG14798	FBgn0029588	CR14798
CG14802	FBgn0026873	MED18
CG14803	FBgn0023513	CG14803
CG14806	FBgn0029594	Coa8
CG3587	FBgn0023521	CG3587
CG3621	FBgn0025839	ND-B14.5A
CG32800	FBgn0053548	SmydA-8
CG32799	FBgn0053548	SmydA-8
CG3071	FBgn0023527	CG3071
CG2854	FBgn0040391	CG2854
CG2854	FBgn0053218	lncRNA:CR33218
CG13760	FBgn0040375	CG13760
CG9904	FBgn0040336	Seipin
CG32795	FBgn0040384	CG32795
CG12181	FBgn0003374	Sgs4
CG10801	FBgn0029660	CG10801
CG12206	FBgn0029662	CG12206
CG32791	FBgn0052791	DIP-alpha
CG2872	FBgn0266429	AstA-R1
CG33221	FBgn0053221	CR33221
CG12632	FBgn0264954	fd3F
CG2934	FBgn0285910	VhaAC39-1
CG32775	FBgn0066114	GlcAT-I
CG3052	FBgn0011277	HLH4C
CG7038	FBgn0029718	mRpL30
CG3000	FBgn0262699	fzr
CG6986	FBgn0029723	Proc-R
CG32767	FBgn0052767	CG32767
CG6775	FBgn0266098	rg
CG10706	FBgn0029761	SK
CG16756	FBgn0029765	CG16756
CG15782	FBgn0263512	Vsx2
CG12410	FBgn0000394	cv
CG33080	FBgn0053080	CG33080
CG32755	FBgn0052755	CG32755
CG15899	FBgn0264386	Ca-alpha1T
CG32751	FBgn0052751	CG32751
CG32754	FBgn0040069	vanin-like
CG3576	FBgn0040918	schlank
CG32745	FBgn0052745	CR32745
CG3823	FBgn0029863	CG3823
CG3918	FBgn0029873	CG3918
CG14444	FBgn0029879	APC7
CG3977	FBgn0062413	Ctr1A
CG3184	FBgn0029892	CG3184
CG3184	FBgn0265362	CG44303
CG3203	FBgn0029897	RpL17
CG4575	FBgn0029920	CR4575
CG4617	FBgn0029936	CG4617
CG1677	FBgn0029941	CG1677
CG2059	FBgn0029942	CG2059
CG1643	FBgn0029943	Atg5
CG18155	FBgn0029945	Acsf3
CG32721	FBgn0027553	NELF-B
CG1402	FBgn0029962	CARPA
CG1402	FBgn0031698	Ncoa6
CG1524	FBgn0004403	RpS14a
CG1527	FBgn0004404	RpS14b
CG10958	FBgn0030004	CG10958
CG32715	FBgn0052715	CG32715
CG33181	FBgn0053181	CG33181
CG12659	FBgn0040929	CG12659
CG12661	FBgn0030071	CG12661
CG32706	FBgn0052706	CG32706
CG6999	FBgn0030085	CG6999
CG7039	FBgn0030088	Arfrp1
CG12218	FBgn0026206	mei-P26
CG12654	FBgn0261260	mgl
CG2998	FBgn0030136	RpS28b
CG3001	FBgn0001186	Hex-A
CG32698	FBgn0052698	CARPB
CG2045	FBgn0019929	Ser7
CG32685	FBgn0052685	ZAP3
CG12102	FBgn0083940	RhoU
CG2968	FBgn0028342	ATPsyndelta
CG33175	FBgn0085443	spri
CG32678	FBgn0067052	Rab9D
CG32673	FBgn0052673	Rab9E
CG32676	FBgn0052676	stx
CG32675	FBgn0052675	Tango5
CG32672	FBgn0052672	Atg8a
CG32669	FBgn0052669	CG32669
CG32670	FBgn0052670	Rab9Fb
CG1961	FBgn0259101	CG42249
CG11126	FBgn0259101	CG42249
CG18361	FBgn0000499	dsh
CG1725	FBgn0001624	dlg1
CG11699	FBgn0030311	CG11699
CG11697	FBgn0030313	Reepl1
CG15191	FBgn0000618	e(y)2
CG1830	FBgn0011754	PhKgamma
CG15224	FBgn0000259	CkIIbeta
CG32663	FBgn0266019	rudhira
CG10347	FBgn0030342	CG10347
CG11802	FBgn0030346	BORCS5
CG1502	FBgn0003865	tsg
CG1803	FBgn0030362	regucalcin
CG15736	FBgn0043001	Chrac-16
CG15735	FBgn0030364	Lsm12a
CG1786	FBgn0030369	Cyp318a1
CG10524	FBgn0287828	Pkcdelta
CG1900	FBgn0030391	Rab40
CG1848	FBgn0283712	LIMK1
CG4346	FBgn0250862	CG42237
CG4346	FBgn0265597	rad
CG32641	FBgn0052641	CG32641
CG1770	FBgn0041210	HDAC4
CG2033	FBgn0010198	RpS15Aa
CG1660	FBgn0030480	Tim9a
CG1662	FBgn0030481	CG1662
CG32632	FBgn0086674	Tpst
CG11164	FBgn0030507	CG11164
CG32627	FBgn0265726	Nna1
CG11156	FBgn0002878	mus101
CG10988	FBgn0001612	Grip91
CG11129	FBgn0004047	Yp3
CG32616	FBgn0044817	Ste12DOR
CG33247	FBgn0053247	Ste:CG33247
CG33241	FBgn0053241	Ste:CG33241
CG33236	FBgn0053236	Ste:CG33236
CG32603	FBgn0052603	CG32603
CG12047	FBgn0002873	mud
CG12047	FBgn0260482	CG32599
CG32600	FBgn0052600	dpr8
CG14414	FBgn0030571	CG14414
CG14413	FBgn0030572	mRpS25
CG5310	FBgn0030573	nmdyn-D6
CG9009	FBgn0027601	pdgy
CG33177	FBgn0053177	CG33177
CG33178	FBgn0053178	CG33178
CG6157	FBgn0015926	dah
CG6324	FBgn0030647	CG6324
CG8097	FBgn0030660	CG8097
CG9245	FBgn0030670	Pis
CG8191	FBgn0030675	CG8191
CG12379	FBgn0030676	CG12379
CG8198	FBgn0026666	MagR
CG33172	FBgn0053172	CG33172
CG32581	FBgn0052581	sordd2
CG15602	FBgn0030694	CG15602
CG15914	FBgn0030700	CG15914
CG33250	FBgn0065035	AlkB
CG15916	FBgn0030704	CG15916
CG33180	FBgn0053180	Ranbp16
CG9126	FBgn0045073	Stim
CG9126	FBgn0053180	Ranbp16
CG9163	FBgn0259110	mmd
CG9209	FBgn0003969	vap
CG12698	FBgn0030721	CG12698
CG32580	FBgn0052580	Muc14A
CG9212	FBgn0030724	Nipsnap
CG32579	FBgn0052579	CG32579
CG12223	FBgn0278608	Dsp1
CG32578	FBgn0086448	PIG-Q
CG4211	FBgn0004227	nonA
CG18734	FBgn0004598	Fur2
CG4443	FBgn0267384	Ubc7
CG9774	FBgn0026181	Rok
CG9742	FBgn0261791	SNRPG
CG32573	FBgn0052573	CG32573
CG32568	FBgn0052568	CG32568
CG4768	FBgn0030790	CG4768
CG9099	FBgn0030802	DENR
CG8675	FBgn0030834	CG8675
CG5445	FBgn0030838	CG5445
CG32555	FBgn0026375	RhoGAPp190
CG32560	FBgn0261570	raskol
CG6762	FBgn0030876	CG6762
CG32496	FBgn0052496	CR32496
CG15373	FBgn0030889	CG15373
CG5907	FBgn0083228	Frq2
CG6900	FBgn0030958	CR6900
CG7001	FBgn0283473	S6KL
CG7058	FBgn0030961	CG7058
CG17757	FBgn0085430	Dora
CG7332	FBgn0030973	CG7332
CG32538	FBgn0086778	nAChRalpha7
CG32531	FBgn0044030	mRpS14
CG12203	FBgn0031021	ND-18
CG14199	FBgn0040890	ksh
CG14222	FBgn0031043	Naa20A
CG14215	FBgn0031052	Elys
CG14226	FBgn0043903	dome
CG14235	FBgn0031066	COX6B
CG32530	FBgn0066303	CG33932
CG32530	FBgn0066304	Rpp20
CG32529	FBgn0052529	Hers
CG17004	FBgn0053517	Dop2R
CG33491	FBgn0053491	CR33491
CG33487	FBgn0053487	CR33487
CG18000	FBgn0003654	sw
CG32505	FBgn0023177	Pp4-19C
CG32506	FBgn0052506	tbc
CG18492	FBgn0026323	Tak1
CG32510	FBgn0052510	CG32510
CG32513	FBgn0031150	bves
CG1391	FBgn0003464	sol
CG4396	FBgn0086675	fne
CG8264	FBgn0004856	Bx42
CG4125	FBgn0003285	rst
CG14813	FBgn0028969	deltaCOP
CG14792	FBgn0003517	sta
CG7727	FBgn0000108	Appl
CG1528	FBgn0028968	gammaCOP
CG3992	FBgn0003507	srp
CG4236	FBgn0263979	Caf1-55
CG5605	FBgn0036974	eRF1
CG4609	FBgn0014163	fax
CG11583	FBgn0035524	CG11583
CG42236	FBgn0262114	RanBPM
CG2163	FBgn0005648	Pabp2
CG2657	FBgn0031209	Ir21a
CG11371	FBgn0067779	dbr
CG13694	FBgn0031219	CG13694
CG31976	FBgn0051976	ovm
CG31975	FBgn0051975	CG31975
CG31974	FBgn0051974	CG31974
CG11620	FBgn0259818	CG42399
CG3345	FBgn0031240	CG3345
CG11604	FBgn0086912	mbm
CG11555	FBgn0086856	CG11555
CG17078	FBgn0086855	CG17078
CG11592	FBgn0025686	Amnionless
CG11562	FBgn0031247	CG11562
CG31920	FBgn0264086	CG43755
CG31921	FBgn0051921	CG31921
CG4213	FBgn0031251	CG4213
CG11885	FBgn0031253	CG11885
CG4133	FBgn0031257	CG4133
